Item,Description,Preferred Vendor,Size_Matched_Text,Height,Width,Depth,MERV,MERV Value,Classification
06-014905,GSKT BUNA-N 0.275 RD X 19.625 OD,"Precision Filter Products, LLC",,,,,,,stock_item
06-014975,GSKT BUNA-N .275 RD x 30. OD,Hilliard Corporation,,,,,,,stock_item
06-015625 GSKT,06-015625 GSKT BUNA-N 0.275 RD X 6.0 MODCO,"Precision Filter Products, LLC",,,,,,,stock_item
0625-00-038T,HILCO Motor Blower,Hilliard Corporation,,,,,,,stock_item
0625-00-359-T,HILCO BLOWER ASSEMBLY,Hilliard Corporation,,,,,,,stock_item
0630-03-020-C,"HEAT EXCHANGER ASSEMBLY..- 6” 150# ANSI FF Inlet/Outlet..- Motor 1 HP, 1450 RPM, 380-400-415V/50HZ/3PH..- 1 HP 1775 RPM, 460V/60HZ/3PH 145TZ Frame, Suitable for ATEX Zone 2 Hazardous Service..- See Reference Drawing..0630-03-020-C",Hilliard Corporation,,,,,,,sales_item
100-5820,P566500 DONALDSON Filter Replacement,Killer Filter-PPD CREDIT CARD,,,,,,,air_filter
10000154,DE 181~421 POWER SUPPLY 120-277 V..(W/ TOMBSTONES),UV Resources (Steril-Aire),,,,,,,air_filter
10003-1636,,Hilliard Corporation,,,,,,,stock_item
10014-033,"HILCO REPAIR KIT- 1.5"" B STYLE VALVE",Hilliard Corporation,,,,,,,sales_item
10014-128,"HILCO REBUILD KIT 1.5"" E VLV W/SS",Hilliard Corporation,,,,,,,stock_item
103-5703,P566220 DONALDSON Filter Replacement,Killer Filter-PPD CREDIT CARD,,,,,,,air_filter
104Cx96,"104Cx96, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
107052-02,Part# 107052-02..Viledon P15/350S Bulk Roll LOGO,"Freudenberg Filtration Technologies, L.P.",,,,,,,stock_item
11-0007-HT511-00-C,Part#11-0007..HT511-00-C Fuller Earth Filter Cartridge,Filter-Mart Corporation,,,,,,,air_filter
1122-C-AC,PECO Activated Carbon Canister,"Precision Filter Products, LLC",,,,,,,air_filter
11S000034,"11S000034 (C-86) 2"" WIRE FORMS",EFC International,,,,,,,stock_item
1215-02-003-T,1215-02-003-T,Hilliard Corporation,,,,,,,stock_item
1215-17-003-T,BEARING INPUT SHAFT,Hilliard Corporation,,,,,,,stock_item
1215-17-007T,BEARING-CLUTCH ANGULAR CONTACT,Hilliard Corporation,,,,,,,stock_item
1224-SPORAX,12x24 Rigid Pad w/Sporax,Fiber Bond Corporation,12x24,12.0,24.0,,,,air_filter
12243SS3401NoHoles,3401 Style Frame (No Holes) 12x24x3 A-8 Stainless Steel Frame,"Aircon Filter Mfg. Co., Inc.",12x24x3,12.0,24.0,3.0,,,stock_item
122Cx96,"122Cx96, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
1230-2Ply,12x30 2-Ply Panel,M.L. Filters,12x30,12.0,30.0,,,,air_filter
1256-01-009-T,OIL SEAL,Hilliard Corporation,,,,,,,stock_item
1260753,1260753 ..Hydac Repair Kit DFDK160/240/280 G1.1 NBR,"Precision Filter Products, LLC",,,,,,,sales_item
1279-00-053-T,RETAINING RING INPUT SHAFT BEARING,Hilliard Corporation,,,,,,,stock_item
1280-2ply,12x80 2-Ply Poly Link,M.L. Filters,12x80,12.0,80.0,,,,air_filter
1280-3-Ply,12x80 3-Ply Poly Panel,M.L. Filters,12x80,12.0,80.0,,,,air_filter
1430-2ply,14x30 2-Ply Poly Panel,M.L. Filters,14x30,14.0,30.0,,,,air_filter
1550M1950V380U2P0,1550M1950V380U2P0 16x20x4  HM Modules,"Freudenberg Filtration Technologies, L.P.",16x20x4 ,16.0,20.0,4.0,,,stock_item
1640-2ply,16x40 2-Ply Panel,M.L. Filters,16x40,16.0,40.0,,,,air_filter
1648-3-Ply,16x48 3-Ply Poly Panel,M.L. Filters,16x48,16.0,48.0,,,,air_filter
1690-3ply,16x90 3-Ply Poly Link,M.L. Filters,16x90,16.0,90.0,,,,air_filter
1831-2Ply,18x31 2-Ply Poly Panel,M.L. Filters,18x31,18.0,31.0,,,,air_filter
1835396-006,"1835396-006:..17.5"" OD (18.5"" W/ LIP) x 14.00"" ID X 26"" DuraShield Composite Air Filter Cartridge Assembly, Open / Closed End Caps, Gasket - Includes Inner Pre-Filter Liner & Retainer Strip..",AAF/Flanders Corporation,,,,,,,air_filter
1848- 3-Ply Poly Panel,18x48 3-Ply Poly Panel,M.L. Filters,18x48,18.0,48.0,,,,air_filter
1848-2 Ply Link,18x48-2 Ply Link,M.L. Filters,18x48,18.0,48.0,,,,air_filter
1CCC-2SPLUS,"Coupon, Copper/ Silver, Logger","Freudenberg Filtration Technologies, L.P.",,,,,,,stock_item
"2"" Long Nose Clip",2” Long Nose clip,EFC International,,,,,,,stock_item
200-75-R,200-75-R Balston Filter Cartridge (Box of 15),"Precision Filter Products, LLC",,,,,,,air_filter
20000400-30,GTD 34 VO - DOUBLE ENDED..EMITTER FOR DE 361,UV Resources (Steril-Aire),,,,,,,stock_item
2045-2ply,20x45 2-Ply Poly Panel,M.L. Filters,20x45,20.0,45.0,,,,air_filter
2045-3Ply,20x45 3-Ply Panel,M.L. Filters,20x45,20.0,45.0,,,,air_filter
2048-2ply,20x48 2-Ply Poly Link,M.L. Filters,20x48,20.0,48.0,,,,air_filter
2048-3-Ply,20x48 3-Ply Poly Panel,M.L. Filters,20x48,20.0,48.0,,,,air_filter
2053-2Ply,20x53 2-Ply Poly Panel,M.L. Filters,20x53,20.0,53.0,,,,air_filter
2065621,2065621..Hydac Replacement Element 0160D025W/HC,"Precision Filter Products, LLC",,,,,,,stock_item
2090-3-Ply,20x90 3-Ply Poly Panel,M.L. Filters,20x90,20.0,90.0,,,,air_filter
21000110 EGTS16 VO,21000110 EGTS 16 VO EMITTER 1 PACK | 21000110,UV Resources (Steril-Aire),,,,,,,stock_item
210924102,"24"" x 24"" Poly Shield XI Panel",Fiber Bond Corporation,"24"" x 24""",24.0,24.0,,,,air_filter
21ME01-30820130,HILCO HYDROGEN FILTER ASSEMBLY..(HILCO DWG #3082-01-030-C) similar too DWG..- 4” -150# ANSI RF Flanged Inlet/Outlet Connections...- ½” FNPT Vent/Drain Connections...- 15psi design...- Stainless Steel Construction...- Buna-N Seals...- HILCO Hydrogen Car...,Hilliard Corporation,,,,,,,air_filter
"22"" Crank","PN 3750 22"" Assembly Crank",Riverfront Machine,,,,,,,stock_item
22021,Seal Set W/Lubricant,"Precision Filter Products, LLC",,,,,,,stock_item
228374001,"Campulse HemiPleat 1.18"" bolt hole /E10/GTC/Galv./Small CYL 26L",Camfill USA INC,,,,,,,air_filter
22HMF-496012006,HILCO GAS COMPRESSOR FILTER SEPARATOR..(HILCO DWG #4960-12-006-D)..- 6” -600# ANSI RFLWN Flanged Inlet/Outlet Connections...- 1” 300# NPT Gauge/Drain/Equalizer Connections...- ¾” – 600# NPT PSV Connection...- 12” Top Flange Connection...- 900PSI Design...,Hilliard Corporation,,,,,,,air_filter
231P,"231P ..SOLBERG Filter Element: Polyester, 9.5 in Overall Ht, 3 5/8 in Inside Dia, 5..3/4 in Outside Dia","Precision Filter Products, LLC",,,,,,,air_filter
24114-3ply,24x114 3 Ply Poly Link,M.L. Filters,24x114,24.0,114.0,,,,air_filter
2424-SPORAX,24x24 Rigid Pad w/Sporax,Fiber Bond Corporation,24x24,24.0,24.0,,,,air_filter
24242C140,"24x24x2 Class 1 Pleat, 40% Metal Frame",Commercial Filters Sales,24x24x2,24.0,24.0,2.0,40%,7.0,air_filter
24243SS3401NoHoles,3401 Style Frame (No Holes) 24x24x3  A-8 Stainless Steel Frame,"Aircon Filter Mfg. Co., Inc.",24x24x3 ,24.0,24.0,3.0,,,stock_item
2436-2ply,24x36 2-Ply Poly Panel,M.L. Filters,24x36,24.0,36.0,,,,air_filter
2436-3ply,24x36 3- Ply Poly Panel,M.L. Filters,24x36,24.0,36.0,,,,air_filter
2472-2ply,24x72 2Ply Poly Panel,M.L. Filters,24x72,24.0,72.0,,,,air_filter
2480-2ply,24x80 2-Ply Poly Link,M.L. Filters,24x80,24.0,80.0,,,,air_filter
2484-2ply,24x84 2Ply Poly Panel,M.L. Filters,24x84,24.0,84.0,,,,air_filter
2490-2ply,24x90 2-Ply Poly Panel,M.L. Filters,24x90,24.0,90.0,,,,air_filter
25120-2ply,25x120 2-Ply Poly Link,M.L. Filters,25x120,25.0,120.0,,,,air_filter
25120-3-Ply,25x120 3-Ply Poly Panel,M.L. Filters,25x120,25.0,120.0,,,,air_filter
"26"" Crank","PN 3580 26"" Assembly Crank",Riverfront Machine,,,,,,,stock_item
26718-530401118,"HILCO EHC OIL CONDITIONING SYSTEM..(HILCO DWG #5304-01-118-C)..- -16 SAE Inlet/Outlet Connections...- ¼” FNPT Drain Connection...- 100psi design...- ASME Code Construction...- Carbon Steel Construction Housings, with Zinc Coated Bolting and Stainless-S...",Hilliard Corporation,,,,,,,stock_item
28-0012PH-3-04-11-23,28-0012PH-3-04-11-23..Equivalent PK12-CHS,RSE Incorporated,,,,,,,stock_item
3040-2ply,30x40 2-Ply Poly Link,M.L. Filters,30x40,30.0,40.0,,,,air_filter
3040-3Ply,30x40 3-Ply Poly Panel,M.L. Filters,30x40,30.0,40.0,,,,air_filter
31-036-055-S.3,"Absolute Separator..4½ x 5½ x 36"" L",,,,,,,,stock_item
3143-T,"3143-T Rolled Cotton and Wood with Spiral Seamed Tin Plated Steel Center..Tube, 10-15 Micron, 4"" OD x 28 3/4"" L with Acrylic Sock Cover","Precision Filter Products, LLC",,,,,,,air_filter
326-7584,326-7584..Same as Clark Reliance PN 2710H9V,Cleanova,,,,,,,stock_item
330070412,24 x 24 x 12 Dustlok 30-HC,Fiber Bond Corporation,24 x 24 x 12,24.0,24.0,12.0,,,stock_item
3820-01-XXX,HILCO REPLACEMENT FILTER CARTRIDGE..(Replace Hydac #2206154)..Anti-Static Cartridge,Hilliard Corporation,,,,,,,air_filter
3820-03-004-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
3820-03-010-C,HILCO Filter Cartridge..(Direct Replacement for Donaldson P566338),Hilliard Corporation,,,,,,,air_filter
3820-03-013-C,HILCO Gas Turbine Gear Box Filter..(Direct OEM Replacement of Donaldson P566198)....,Hilliard Corporation,,,,,,,air_filter
3820-11-001-A,HILCO Filter Cartridge GE Part #B984C302AP012 equiv to pall #HC9021FDR4ZYGE,Hilliard Corporation,,,,,,,air_filter
3820-11-013-C,HILCO Hydraulic Start Filter..(Direct OEM Replacement of Donaldson P566202)..,Hilliard Corporation,,,,,,,air_filter
3820-14-046,3820-14-046 Filter Hydraulic Oil,Hilliard Corporation,,,,,,,air_filter
3830-01-048,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
3830-03-071-C,HILCO PLEATED CARTRIDGE,Hilliard Corporation,,,,,,,air_filter
3830-03-093-C,HILCO Hydraulic Start Filter.. (Direct OEM Replacement of Donaldson P566371),Hilliard Corporation,,,,,,,air_filter
3830-03-xxx,HILCO Hydraulic Filter Element..(Direct Replacement for HYDAC 0240 D020 BH4HC/-V),Hilliard Corporation,,,,,,,air_filter
3830-11-058-C,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
3830-12-091-C,3830-12-091-C Hilco Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
3830-14-010-C,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
3830-14-017-C,HILCO Filter Element..Lube Oil Supply & Return..(Direct OEM Replacement of Donaldson P566220)..,Hilliard Corporation,,,,,,,air_filter
3830-14-061-C,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
3830-14-068-A,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
3830-14-089-C,3830-14-089-C Hilco Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
3830-14-095-C,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
3830-14-098-C,HILCO Filter Cartridge..(Direct Replacement of Pall HC9651DP16Z),Hilliard Corporation,,,,,,,air_filter
3830-14-099-C,3830-14-099-C Hilco Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
3840-03-121,Hilco Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
3840-12-012-C,HILCO Filter Cartridge..(Direct Replacement for Pall HC8900FAN39Z),Hilliard Corporation,,,,,,,air_filter
3840-12-091-C,HILCO Pleated Cartridge..(Replace: Pall P/N #HC8900FAN39Z),Hilliard Corporation,,,,,,,air_filter
3840-12-XXX,HILCO Hydraulic Oil Filter Element,Hilliard Corporation,,,,,,,air_filter
3840-14-077-C,HILCO Filter Element..Turbine Oil..(Direct OEM replacement of Donaldson P566500)..,Hilliard Corporation,,,,,,,air_filter
3840-14-XXX,HILCO Filter Cartridge..(Direct Replacement of Donaldson P5665000),Hilliard Corporation,,,,,,,air_filter
3850-03-053,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
3850-12-XXX,HILCO Filter Element..Generator Oil..(Direct OEM Replacement of Donaldson P571365)..,Hilliard Corporation,,,,,,,air_filter
3850-22-003-C,3850-22-003-C Hilco Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
3860-01-011-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
3860-05-030-C,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
3860-14-006-C,Hilco Pleated Cartridge – ST Polishing,Hilliard Corporation,,,,,,,air_filter
3870-01-068,HILCO Filter Cartridge..(Direct Replacement for Pall HC8300FAT30ZYGE),Hilliard Corporation,,,,,,,air_filter
3870-01-071-C,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
3870-03-080,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
3870-03-082,Hilco Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
3870-03-092-CGJ,HILCO Pleated Cartridge..Packaged: (4) Cartridges per box..Weight: 25lbs. per box..Dimensions: 14x14x21 per Box,Hilliard Corporation,14x14x21,14.0,14.0,21.0,,,air_filter
3870-12-XXXX,HILCO Filter Cartridge..(Replaces INDUFIL Part #TMR-Z-1800-A-CC6-V),Hilliard Corporation,,,,,,,air_filter
3898-00-025 REV E,"HILCO Filter Cartridge, Epoxyless, Pleated Stainless, Fuel Gas Filter and Separator",Hilliard Corporation,,,,,,,air_filter
42Cx72,"42Cx72, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
44Cx54,44Cx54,P & G Manufacturing,,,,,,,stock_item
50-18B/50118XXX,"STAR FILTER PRESS SYSTEM-50-18B (Star Filter DWG #50124-70-029) ..-	25 STAINLESS STEEL PLATES, 18” IN DIAMETER...-	24 STAINLESS STEEL FRAMES, 2” THICK...-	ALL PLATES, FRAMES AND PERFORATED SCREENS (WETTED PARTS ) ARE CONSTRUCTED OF #304 STAINLESS STEEL...",Hilliard Corporation,,,,,,,air_filter
50-18B/50118YYY,STAR FILTER PRESS SYSTEM-50-18B (Star Filter DWG #50124-70-029) SAME FEATURES AS ABOVE WITH THE FOLLOWING: ..- Stainless Steel Lobe Pump,Hilliard Corporation,,,,,,,air_filter
51312F521203127,"HILCO DUPLEX FILTER to Replace Old Hilco Model #51312-521203040 - Non ASME Code, 316 Stainless Steel, 1"" FNPT Inlet/Outlet Connections, 1/2"" FNPT Vent & Drain Connections, Includes Equalization Valve, Includes (2) PH312-12-CG Cartridges. ..See HILCO Dr...",Hilliard Corporation,,,,,,,air_filter
51511-0150-1001,HILCO DUPLEX OIL FILTER,Hilliard Corporation,,,,,,,air_filter
52312-521204095,HILCO TURBOFLO DUPLEX FILTER..(HILCO DWG #5212-04-095-C)..- 1- ½” -600# ASME RF Flanged Inlet/Outlet Connections...- ¾” FNPT Drain Connections (plugged)...- ¼” FNPT Drain connections...- ASME Code Constructions...- Meets API-614...- Carbon Steel Constr...,Hilliard Corporation,,,,,,,air_filter
52312-521204117,"HILCO DUPLEX FILTER ASSEMBLY..(HILCO DWG #5212-04-117-C)..- 1” FNPT Inlet/Outlet Connections...- ¾” FNPT Vent/Drain Connections...- ½” FNT Equalization Line (SS), with ½” FNPT Isolation Valve (SS)...- 285psi design...- ASME Code Construction...- Carbon...",Hilliard Corporation,,,,,,,air_filter
52414A521404230,HILCO DUPLEX OIL FILTER..(HILCO DWG #5214-04-230-C) similar too DWG..- Switch. Standard HILCO Epoxy Paint/Primer...- .062 Corrosion Allowance...- 1-1/2” -600# ANSI RF Flanged Inlet/Outlet Connections...- ¾” FNPT Vent/Drain Connections...- 6-way valve a...,Hilliard Corporation,,,,,,,air_filter
52414A521404234,"HILCO INTEGRAL DUPLEX FILTER..(HILCO DW #5214-04-234-C) similar too DWG..- Special Manifold Blower, with DP Switch. Standard HILCO Epoxy Paint/Primer...- .062 Corrosion Allowance...- 1-1/2” FNPT Inlet/Outlet Connections...- ½” FNPT Vent/Drain Connectio...",Hilliard Corporation,,,,,,,air_filter
52725-524001-Series,HILCO DUPLEX FILTER ASSENBLY..(HILCO DWG #5240-01-188-C) similar too DWG,Hilliard Corporation,,,,,,,air_filter
56Cx72,"56Cx72, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
576066587-Auto Roll,"576066587 Auto Roll Filter (6CB  65-7/8""x 1-1/4)",Fiber Bond Corporation,"65-7/8""x 1-1/4",65.875,1.25,,,,air_filter
581147063- Auto Roll,"581147063  Polyester Autoroll Filter..70-5/8"" x 65'",Fiber Bond Corporation,"70-5/8"" x 65",70.625,65.0,,,,air_filter
581147063-Auto Roll,"581147063 Polyester AutoRoll 70-5/8"" x 65'",Fiber Bond Corporation,"70-5/8"" x 65",70.625,65.0,,,,stock_item
60-24B/50124XXX,"STAR FILTER PRESS SYSTEM-60-24B (Star Filter DWG #50118-70-117) ..-	30 STAINLESS STEEL PLATES, 24” IN DIAMETER PER SIDE...-	29 STAINLESS STEEL FRAMES, 3” THICK PER SIDE...-	ALL PLATES, FRAMES AND PERFORATED SCREENS (WETTED PARTS) ARE CONSTRUCTED OF #30...",Hilliard Corporation,,,,,,,air_filter
60-24b/50124YYY,STAR FILTER PRESS SYSTEM-60-24B ..(Star Filter DWG #50118-70-117) ..SAME FEATURES AS ABOVE WITH THE FOLLOWING: ..- Stainless Steel Lobe Pump,Hilliard Corporation,,,,,,,air_filter
60Cx72,"60Cx72, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
64Cx72,"64Cx72, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
6601-01-118-D,HILCO STARTER CLUTCH,Hilliard Corporation,,,,,,,stock_item
6696-5000,D6-1-1R STRD O.R. CLUTCH,Hilliard Corporation,,,,,,,stock_item
70-013-SCE-25,"Neoprene Sponge, 70-013-SCE-25, ...71 x 23.375 Closed Cell",Caldwell Gasket,.71 x 23.375,0.71,23.375,,,,air_filter
70-014-SCE-25,Neoprene 70-014-SCE- .25 X .71 X 22.625.  Closed Cell,Caldwell Gasket,.25 X .71 X 22.625,0.25,0.71,22.625,,,air_filter
70-24B/50124xxx,with cast iron gear pump,Hilliard Corporation,,,,,,,stock_item
70-24B/50124yyy,with stainless steel lobe pump,Hilliard Corporation,,,,,,,stock_item
70Cx72,"70Cx72, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
77680457,"77680457 Mahle Hydraulic Filter Element, 25..Micron","Precision Filter Products, LLC",,,,,,,air_filter
79 D99-W2080011W29PHHZ-S3-T04-1,79 D99-W2080011W29PHHZ-S3-T04-11-32..Equivalent PK12-CHS,RSE Incorporated,,,,,,,stock_item
79761271,Mahle Filter Seal Kit,"Precision Filter Products, LLC",,,,,,,air_filter
80-24B/50124xxx,with cast iron gear pump,Hilliard Corporation,,,,,,,stock_item
80-24B/50124yyy,with stainless steel lobe pump,Hilliard Corporation,,,,,,,stock_item
80Cx96,"80Cx96, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
82604A,82604A  Fleetguard Winslow Rolled Cotton Sock Filter,"Precision Filter Products, LLC",,,,,,,air_filter
832-2ply,8x32 2-Ply Panel,M.L. Filters,8x32,8.0,32.0,,,,air_filter
832-3Ply,8x32 3-Ply Poly Panel,M.L. Filters,8x32,8.0,32.0,,,,air_filter
84Cx96,"84Cx96, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
90Cx96,"90Cx96, BAG IN BAG OUT",P & G Manufacturing,,,,,,,air_filter
9107M23P02,9107M23P02  Gasket Drive Clutch Back,OEM Parts Network,,,,,,,stock_item
925043,925043 Parker Filter Element (HPU Suction)..,Parker-Hannifin Corporation,,,,,,,air_filter
932669Q,932669Q   Parker Filter Element  (HPU Suction)..,Parker-Hannifin Corporation,,,,,,,air_filter
932683Q,932683Q02QH   Parker Filter Element Hydraulic ..,Parker-Hannifin Corporation,,,,,,,air_filter
99-0012PH-3-04-11-32,99-0012PH-3-04-11-32..Equivalent PK12-CHS,RSE Incorporated,,,,,,,stock_item
99-0012PH-3-04-11-36,#12PH HALF SIZE PLASTIC MODULE FILLED ALPHA 15..PURACARB EQUAL MEDIA ..WITH NOTCHES,RSE Incorporated,,,,,,,air_filter
99-0018PH-3-04-11-23,#18PH HALF SIZE PLASTIC MODULE FILLED CPS,RSE Incorporated,,,,,,,stock_item
99-0018PH-3-04-11-24,#18PH HALF SIZE PLASTIC MODULE FILLED CHS,RSE Incorporated,,,,,,,stock_item
99-4-00-00-16,STRAIGHT ZEOLITE MEDIA,RSE Incorporated,,,,,,,air_filter
99-4-00-00-21,RSE4 (4%PP) MEDIA,RSE Incorporated,,,,,4%,7.0,air_filter
99-4-00-00-23,"CHM, Purafil Chemisorbant Media",RSE Incorporated,,,,,,,air_filter
A-5-20252 Stainless Steel,A-5 20x25x2  Stainless Steel high temperature glass,"Aircon Filter Mfg. Co., Inc.",20x25x2 ,20.0,25.0,2.0,,,stock_item
A-5 Aluminum16252,16x25x2 Aluminum Mesh Filter,"Aircon Filter Mfg. Co., Inc.",16x25x2,16.0,25.0,2.0,,,air_filter
A-6 Industrial Metal,"A-6 Industrial Filter..18 3/4"" x 15 3/8"" x 0.50""","Aircon Filter Mfg. Co., Inc.","18 3/4"" x 15 3/8"" x 0.50""",18.75,15.375,0.5,,,air_filter
A-Stainless Steel,,"Aircon Filter Mfg. Co., Inc.",,,,,,,stock_item
A3/300 Cut Pad,Cut Piece A3/300,AFC Manufacturing,,,,,,,stock_item
A3/300S-500500CUBE,500x500x600 mm ( 20x20x24)  Cube,Freedom Filtration,500x500x600,500.0,500.0,600.0,,,air_filter
A447059-Seal Kit,Kaydon Seal Kit A447059-seal kit,Facet - Filtration Group,,,,,,,stock_item
A910266,A910266 KAYDON Filter Element,Filtration Group Inc,,,,,,,air_filter
A910267,A910267 Kaydon Filter Element,Filtration Group Inc,,,,,,,air_filter
AA1624-00-C,HILCO Gas Filter,Hilliard Corporation,,,,,,,air_filter
AA725-00-CGVHT,HILCO Filter Element..(GE P/N 362A4587P001),Hilliard Corporation,,,,,,,air_filter
AA820-00-C,FUEL GAS FILTER SEPARATOR FILTER..(Included),Hilliard Corporation,,,,,,,air_filter
ACCNA,,AFC Manufacturing,,,,,,,stock_item
ACCNA:P15/350-801770,"80x1770  (3.2""x70"") Cut Piece P15/350S",AFC Manufacturing,"3.2""x70""",3.2,70.0,,,,stock_item
ACCNA:P15/350S-177,"17.1 ""x 7.9""   Cut Piece P15/350S",AFC Manufacturing,"17.1 ""x 7.9""",17.1,7.9,,,,stock_item
ACCNA:P15/350S-1818,"475 x 470 (18.7"" x 18.5”) Cut Piece P15/350S",AFC Manufacturing,475 x 470 ,475.0,470.0,,,,stock_item
ACCNA:P15/350S-1919,475 x 475 (19x19”)      Cut Piece P15/350S,AFC Manufacturing,475 x 475 ,475.0,475.0,,,,stock_item
ACCNA:P15/350S-2520,"620 x 510 (25"" x 20”) Cut Piece P15/350S",AFC Manufacturing,620 x 510 ,620.0,510.0,,,,stock_item
ACCNA:P15/350S-4120,"1025 x 510 (41"" x 20”) Cut Piece P15/350S",AFC Manufacturing,"41"" x 20”",41.0,20.0,,,,stock_item
ACRYCLR0.118LCGM48x96,"118x48x96 Clear Acrylic LCFM....- cut 4,050* pieces 1"" x 42-3/16""....(*approx. 75 strips per piece)....*** PLEASE NOTE***..PULL OFF ALL PLASTIC COVERING BEFORE CUTTING INTO 1"" STRIPS..NO PLASTIC SHEETING ON STRIPS",Orange County Industrial Plastics,118x48x96,118.0,48.0,96.0,,,stock_item
AFC-1031CRBN-,"SHW ..Activated Carbon Filtration Media ..1.20M x 20M (0.40"" x 4' x 66' Roll)",,"0.40"" x 4",0.4,4.0,,,,air_filter
AFC-1031CRBN5,,,,,,,,,stock_item
AFC-12024-2P-M10,"FILTER, INLET AIR, 24"" X 120"" (5, 24"" PANELS)..TWO LAYER PROGRESSIVE DENSITY POLYESTER",AFC Manufacturing,"24"" X 120""",24.0,120.0,,,,air_filter
AFC-12120-CPP,12x120 Carbon Poly Link,AFC Manufacturing,12x120,12.0,120.0,,,,stock_item
AFC-1224-CPP,12x24 Carbon Poly Panel,AFC Manufacturing,12x24,12.0,24.0,,,,air_filter
AFC-12351-SW,"Synthetic Poly-pad, 12x35x1"" thick (white)",AFC Manufacturing,"12x35x1""",12.0,35.0,1.0,,,air_filter
AFC-1616-CPP,16x16 Carbon Poly Panel,AFC Manufacturing,16x16,16.0,16.0,,,,air_filter
AFC-1620-CPP,16x20 Carbon Poly Panel,AFC Manufacturing,16x20,16.0,20.0,,,,air_filter
AFC-16251-SW,"Synthetic Poly-pad, 16x25x1"" thick (white)",AFC Manufacturing,"16x25x1""",16.0,25.0,1.0,,,air_filter
AFC-1834-CPP,18x34 Carbon Poly Panel,AFC Manufacturing,18x34,18.0,34.0,,,,air_filter
AFC-1837-CPP,18x37 Carbon Poly Panel,AFC Manufacturing,18x37,18.0,37.0,,,,air_filter
AFC-2024-CPP,20x24 Carbon Poly Panel,AFC Manufacturing,20x24,20.0,24.0,,,,air_filter
AFC-2025-CPP,20x25 Carbon Poly Panel,AFC Manufacturing,20x25,20.0,25.0,,,,air_filter
AFC-2030-CPP,20x30 Carbon Poly Panel,AFC Manufacturing,20x30,20.0,30.0,,,,air_filter
AFC-2123-CPP,21x23 Carbon Poly Panel,AFC Manufacturing,21x23,21.0,23.0,,,,air_filter
AFC-2223-CPP,22x23 Carbon Poly Panel,AFC Manufacturing,22x23,22.0,23.0,,,,air_filter
AFC-24114-CPP,24x114 Carbon Poly Link,AFC Manufacturing,24x114,24.0,114.0,,,,stock_item
AFC-24120-CPP,24x120 Carbon Poly Link,AFC Manufacturing,24x120,24.0,120.0,,,,stock_item
AFC-2424-CPP,24x24 Carbon Poly Panel,AFC Manufacturing,24x24,24.0,24.0,,,,air_filter
AFC-2426-CPP,24x26 Carbon Poly Panel,AFC Manufacturing,24x26,24.0,26.0,,,,air_filter
AFC-2526-CPP,25x26 Carbon Poly Panel,AFC Manufacturing,25x26,25.0,26.0,,,,air_filter
AFC-2626-CPP,26x26 Carbon Poly Panel,AFC Manufacturing,26x26,26.0,26.0,,,,air_filter
AFC-2628-CPP,26x28 Carbon Poly Panel,AFC Manufacturing,26x28,26.0,28.0,,,,air_filter
AFC-2636-CPP,26x36 Carbon Poly Panel,AFC Manufacturing,26x36,26.0,36.0,,,,air_filter
